Date : 2025-04-20 00:35:47
Directory : /Users/peaker/dev/solar-finance/src
Total : 156 files,  22974 codes, 1769 comments, 3669 blanks, all 28412 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
+------------+------------+------------+------------+------------+------------+
| Vue        |         75 |     13,369 |        285 |      1,926 |     15,580 |
| TypeScript |         67 |      6,377 |      1,404 |      1,158 |      8,939 |
| Markdown   |          6 |      2,731 |          0 |        467 |      3,198 |
| SCSS       |          8 |        497 |         80 |        118 |        695 |
+------------+------------+------------+------------+------------+------------+

Directories
+------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                                 | files      | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                                    |        156 |     22,974 |      1,769 |      3,669 |     28,412 |
| . (Files)                                                                                            |          2 |         65 |          9 |         10 |         84 |
| about                                                                                                |          6 |      2,731 |          0 |        467 |      3,198 |
| about (Files)                                                                                        |          2 |        711 |          0 |        149 |        860 |
| about/WorkFlow                                                                                       |          4 |      2,020 |          0 |        318 |      2,338 |
| components                                                                                           |         45 |      7,297 |        156 |      1,020 |      8,473 |
| components/categories                                                                                |         11 |      2,540 |         62 |        388 |      2,990 |
| components/categories (Files)                                                                        |          9 |      2,305 |         57 |        357 |      2,719 |
| components/categories/view                                                                           |          2 |        235 |          5 |         31 |        271 |
| components/navigation                                                                                |          1 |        118 |          1 |          7 |        126 |
| components/system                                                                                    |          1 |         11 |          0 |          3 |         14 |
| components/transactions                                                                              |          8 |      1,039 |         23 |        129 |      1,191 |
| components/transactions (Files)                                                                      |          6 |        905 |         21 |        116 |      1,042 |
| components/transactions/ViewTransaction                                                              |          2 |        134 |          2 |         13 |        149 |
| components/ui                                                                                        |         24 |      3,589 |         70 |        493 |      4,152 |
| components/ui (Files)                                                                                |          2 |        260 |          8 |         32 |        300 |
| components/ui/buttons                                                                                |          1 |         53 |          1 |          6 |         60 |
| components/ui/filters                                                                                |          1 |        503 |         14 |         73 |        590 |
| components/ui/icons                                                                                  |          4 |        397 |          6 |         53 |        456 |
| components/ui/inputs                                                                                 |          7 |        641 |          8 |         92 |        741 |
| components/ui/lists                                                                                  |          1 |        149 |          6 |         20 |        175 |
| components/ui/selectors                                                                              |          4 |        665 |         11 |         96 |        772 |
| components/ui/views                                                                                  |          4 |        921 |         16 |        121 |      1,058 |
| composables                                                                                          |          7 |        775 |        194 |        170 |      1,139 |
| composables (Files)                                                                                  |          1 |        382 |         69 |         83 |        534 |
| composables/transaction                                                                              |          1 |        126 |         42 |         25 |        193 |
| composables/ui                                                                                       |          5 |        267 |         83 |         62 |        412 |
| data                                                                                                 |          1 |        110 |         11 |         26 |        147 |
| layouts                                                                                              |          3 |        148 |          4 |         21 |        173 |
| router                                                                                               |          1 |        139 |         16 |         10 |        165 |
| services                                                                                             |          5 |        246 |        111 |         70 |        427 |
| services (Files)                                                                                     |          1 |         54 |         22 |         11 |         87 |
| services/api                                                                                         |          2 |         82 |         31 |         36 |        149 |
| services/system                                                                                      |          2 |        110 |         58 |         23 |        191 |
| stores                                                                                               |         36 |      3,525 |        675 |        526 |      4,726 |
| stores (Files)                                                                                       |          1 |         71 |         10 |         10 |         91 |
| stores/account                                                                                       |          5 |        643 |        164 |        119 |        926 |
| stores/book                                                                                          |          5 |        272 |         64 |         42 |        378 |
| stores/category                                                                                      |          5 |        671 |        104 |        120 |        895 |
| stores/common                                                                                        |          1 |          9 |          1 |          1 |         11 |
| stores/currency                                                                                      |          5 |        360 |         60 |         69 |        489 |
| stores/system                                                                                        |          4 |        118 |         54 |         21 |        193 |
| stores/transaction                                                                                   |          5 |      1,012 |         96 |         76 |      1,184 |
| stores/user                                                                                          |          5 |        369 |        122 |         68 |        559 |
| styles                                                                                               |          8 |        497 |         80 |        118 |        695 |
| styles (Files)                                                                                       |          2 |         90 |         14 |         20 |        124 |
| styles/components                                                                                    |          2 |        167 |         17 |         28 |        212 |
| styles/themes                                                                                        |          4 |        240 |         49 |         70 |        359 |
| types                                                                                                |          1 |          5 |          0 |          0 |          5 |
| views                                                                                                |         41 |      7,436 |        513 |      1,231 |      9,180 |
| views (Files)                                                                                        |          6 |      1,555 |         26 |        176 |      1,757 |
| views/account                                                                                        |          9 |      2,279 |        122 |        380 |      2,781 |
| views/account/popup                                                                                  |          9 |      2,279 |        122 |        380 |      2,781 |
| views/account/popup (Files)                                                                          |          4 |      1,732 |         43 |        285 |      2,060 |
| views/account/popup/components                                                                       |          2 |        337 |          2 |         55 |        394 |
| views/account/popup/composables                                                                      |          3 |        210 |         77 |         40 |        327 |
| views/book                                                                                           |         16 |      1,940 |        174 |        391 |      2,505 |
| views/book/page                                                                                      |         14 |      1,875 |        172 |        381 |      2,428 |
| views/book/page (Files)                                                                              |          1 |         72 |          7 |         17 |         96 |
| views/book/page/components                                                                           |          8 |      1,056 |         29 |        181 |      1,266 |
| views/book/page/composables                                                                          |          5 |        747 |        136 |        183 |      1,066 |
| views/book/popup                                                                                     |          2 |         65 |          2 |         10 |         77 |
| views/currency                                                                                       |          1 |        162 |          3 |         25 |        190 |
